"filename", "language", "SQL", "JSON", "Markdown", "JavaScript", "Django HTML", "XML", "Batch", "Vue", "Properties", "Java", "Django txt", "comment", "blank", "total"
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\resources\exception\StandardError.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 55
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\security\JWTAuthenticationFilter$JWTAuthenticationFailureHandler.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 1, 83
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\security\JWTAuthenticationFilter.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 1, 99
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\security\JWTAuthorizationFilter.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 1, 64
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\security\JWTUtil.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 81
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\security\UserSS.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 1, 96
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\AbstractEmailService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 1, 46
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\AuthService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 1, 63
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\ClienteService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 1, 98
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\CustomUserDetailService.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 10, 38
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\DBService.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 13, 37
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\EmailService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\MockEmailService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 1, 32
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\SmtpEmailService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 1, 37
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\UserDetailsServiceImpl.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 43
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\UserService.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 1, 24
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\exceptions\AuthorizationException.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\exceptions\ObjectNotFoundException.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\validation\ClienteUpdate.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\services\validation\ClienteUpdateValidator.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 1, 83
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\util\PasswordEncoder.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 12
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\java\com\siscondominio\util\dateUtil.class", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\resources\META-INF\additional-spring-configuration-metadata.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 6, 8, 35
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\bin\src\test\java\com\siscondominio\sistemacondominio\DemoApplicationTests.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 14
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\mvnw.cmd", "Batch", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 36, 183
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\pom.xml", "XML", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 8, 3, 112
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\SisCondominioApplication.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 14
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\config\SecurityConfig.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 53, 8, 91
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\config\TestConfig.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 8, 30
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\dto\ArticlesDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 15, 49
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\dto\ClienteDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 16, 59
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\dto\ClienteNewDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 58, 49, 169
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\dto\CredenciaisDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 26
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\dto\EmailDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 7, 25
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\endpoint\ArticlesEndpoint.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 14, 70
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\endpoint\UsuariosEndpoint.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 24, 21, 110
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\enums\Perfil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 10, 38
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\model\AbstractEntity.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 9, 51
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\model\Articles.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 17, 63
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\model\Usuarios.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 14, 45, 192
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\repository\ArticlesRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 16
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\repository\UserRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 7, 20
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\resources\AuthResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 9, 43
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\resources\exception\FieldMessage.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 10, 36
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\resources\exception\ResourceExceptionHandler.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 6, 21
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\resources\exception\StandardError.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 10, 42
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\security\IsAdmin.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\security\JWTAuthenticationFilter.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 17, 82
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\security\JWTAuthorizationFilter.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 11, 53
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\security\JWTUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 12, 60
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\security\UserSS.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 16, 74
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\AbstractEmailService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 14, 10, 47
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\ArticlesService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 17, 76
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\AuthService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 15, 61
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\ClienteService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 18, 81
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\DBService.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 13, 37
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\EmailService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 14
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\MockEmailService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\SmtpEmailService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 6, 23
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\UserDetailsServiceImpl.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 8, 34
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\UserService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\exceptions\AuthorizationException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 5, 15
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\exceptions\DataIntegrityException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 16
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\exceptions\ObjectNotFoundException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 5, 15
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\validation\ClienteInsert.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 7, 22
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\validation\ClienteInsertValidator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 3, 13, 51
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\validation\ClienteUpdate.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 6, 21
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\validation\ClienteUpdateValidator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 13, 53
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\services\validation\utils\BR.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 22, 7, 48
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\util\PasswordEncoder.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 13
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\java\com\siscondominio\util\dateUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 13
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\resources\META-INF\additional-spring-configuration-metadata.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 10, 11, 42
"c:\Users\vasco\git\sistema-condominio.herokuapp.com\server\sistema-condominio\src\test\java\com\siscondominio\sistemacondominio\DemoApplicationTests.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 14
"Total", "-", 395, 17788, 39, 1081, 24, 101, 147, 2784, 44, 3269, 157, 460, 1373, 27662